response,instruction,context,combined_column,combined_column_len
"SELECT playoffs FROM table_1046170_5 WHERE regular_season = ""1st, Atlantic division""","what are all the playoffs for regular season is 1st, atlantic division","CREATE TABLE table_1046170_5 (playoffs VARCHAR, regular_season VARCHAR)","Instruction: what are all the playoffs for regular season is 1st, atlantic division
Context: CREATE TABLE table_1046170_5 (playoffs VARCHAR, regular_season VARCHAR)
Response: SELECT playoffs FROM table_1046170_5 WHERE regular_season = ""1st, Atlantic division""",259
"SELECT week__number FROM table_21501518_1 WHERE theme = ""First Solo""",Which week is the theme First Solo,"CREATE TABLE table_21501518_1 (week__number VARCHAR, theme VARCHAR)","Instruction: Which week is the theme First Solo
Context: CREATE TABLE table_21501518_1 (week__number VARCHAR, theme VARCHAR)
Response: SELECT week__number FROM table_21501518_1 WHERE theme = ""First Solo""",203
"SELECT event FROM table_name_31 WHERE country = ""brazil""",Which event was held in Brazil?,"CREATE TABLE table_name_31 (event VARCHAR, country VARCHAR)","Instruction: Which event was held in Brazil?
Context: CREATE TABLE table_name_31 (event VARCHAR, country VARCHAR)
Response: SELECT event FROM table_name_31 WHERE country = ""brazil""",180
SELECT DISTINCT product_color FROM Products,Show all product colors.,CREATE TABLE Products (product_color VARCHAR),"Instruction: Show all product colors.
Context: CREATE TABLE Products (product_color VARCHAR)
Response: SELECT DISTINCT product_color FROM Products",146
SELECT date FROM table_name_55 WHERE winning_score = −9(65 - 71 - 68 - 67 = 271),What is the Date of the Tournament with a Winning score of −9 (65-71-68-67=271)?,"CREATE TABLE table_name_55 (date VARCHAR, winning_score VARCHAR)","Instruction: What is the Date of the Tournament with a Winning score of −9 (65-71-68-67=271)?
Context: CREATE TABLE table_name_55 (date VARCHAR, winning_score VARCHAR)
Response: SELECT date FROM table_name_55 WHERE winning_score = −9(65 - 71 - 68 - 67 = 271)",258
"SELECT venue FROM table_name_29 WHERE away_team = ""geelong""",What venue features geelong as the away side?,"CREATE TABLE table_name_29 (venue VARCHAR, away_team VARCHAR)","Instruction: What venue features geelong as the away side?
Context: CREATE TABLE table_name_29 (venue VARCHAR, away_team VARCHAR)
Response: SELECT venue FROM table_name_29 WHERE away_team = ""geelong""",199
"SELECT standalone FROM table_name_99 WHERE arcade = ""tron""",What is the Standalone when Tron is the Arcade?,"CREATE TABLE table_name_99 (standalone VARCHAR, arcade VARCHAR)","Instruction: What is the Standalone when Tron is the Arcade?
Context: CREATE TABLE table_name_99 (standalone VARCHAR, arcade VARCHAR)
Response: SELECT standalone FROM table_name_99 WHERE arcade = ""tron""",202
"SELECT song FROM table_name_98 WHERE language = ""french""",What song was in french?,"CREATE TABLE table_name_98 (song VARCHAR, language VARCHAR)","Instruction: What song was in french?
Context: CREATE TABLE table_name_98 (song VARCHAR, language VARCHAR)
Response: SELECT song FROM table_name_98 WHERE language = ""french""",173
"SELECT team FROM table_name_64 WHERE average < 1.12 AND goalkeeper = ""carlos sánchez""",What team has Carlos Sánchez as a goalkeeper and an average below 1.12?,"CREATE TABLE table_name_64 (team VARCHAR, average VARCHAR, goalkeeper VARCHAR)","Instruction: What team has Carlos Sánchez as a goalkeeper and an average below 1.12?
Context: CREATE TABLE table_name_64 (team VARCHAR, average VARCHAR, goalkeeper VARCHAR)
Response: SELECT team FROM table_name_64 WHERE average < 1.12 AND goalkeeper = ""carlos sánchez""",268
"SELECT MIN(year) FROM table_name_53 WHERE engine = ""honda"" AND finish = 4",What is the earliest year of the Honda Engine with a finish of 4?,"CREATE TABLE table_name_53 (year INTEGER, engine VARCHAR, finish VARCHAR)","Instruction: What is the earliest year of the Honda Engine with a finish of 4?
Context: CREATE TABLE table_name_53 (year INTEGER, engine VARCHAR, finish VARCHAR)
Response: SELECT MIN(year) FROM table_name_53 WHERE engine = ""honda"" AND finish = 4",245
SELECT COUNT(form) FROM table_name_72 WHERE pages < 18,How many forms have less than 18 pages?,"CREATE TABLE table_name_72 (form VARCHAR, pages INTEGER)","Instruction: How many forms have less than 18 pages?
Context: CREATE TABLE table_name_72 (form VARCHAR, pages INTEGER)
Response: SELECT COUNT(form) FROM table_name_72 WHERE pages < 18",183
SELECT name FROM buildings WHERE NOT id IN (SELECT building_id FROM Office_locations),List the names of buildings that have no company office.,"CREATE TABLE buildings (name VARCHAR, id VARCHAR, building_id VARCHAR); CREATE TABLE Office_locations (name VARCHAR, id VARCHAR, building_id VARCHAR)","Instruction: List the names of buildings that have no company office.
Context: CREATE TABLE buildings (name VARCHAR, id VARCHAR, building_id VARCHAR); CREATE TABLE Office_locations (name VARCHAR, id VARCHAR, building_id VARCHAR)
Response: SELECT name FROM buildings WHERE NOT id IN (SELECT building_id FROM Office_locations)",324
"SELECT run_time FROM table_2108684_1 WHERE viewers__in_millions_ = ""7.9""",What is the run time for the episode with 7.9 million viewers?,"CREATE TABLE table_2108684_1 (run_time VARCHAR, viewers__in_millions_ VARCHAR)","Instruction: What is the run time for the episode with 7.9 million viewers?
Context: CREATE TABLE table_2108684_1 (run_time VARCHAR, viewers__in_millions_ VARCHAR)
Response: SELECT run_time FROM table_2108684_1 WHERE viewers__in_millions_ = ""7.9""",246
SELECT COUNT(*) FROM city AS T1 JOIN country AS T2 ON T1.country_id = T2.country_id WHERE T2.country = 'Australia',How many cities are in Australia?,"CREATE TABLE country (country_id VARCHAR, country VARCHAR); CREATE TABLE city (country_id VARCHAR)","Instruction: How many cities are in Australia?
Context: CREATE TABLE country (country_id VARCHAR, country VARCHAR); CREATE TABLE city (country_id VARCHAR)
Response: SELECT COUNT(*) FROM city AS T1 JOIN country AS T2 ON T1.country_id = T2.country_id WHERE T2.country = 'Australia'",279
"SELECT school_year FROM table_name_19 WHERE cross_country = ""wooster""","What is School Year, when Cross Country is Wooster?","CREATE TABLE table_name_19 (school_year VARCHAR, cross_country VARCHAR)","Instruction: What is School Year, when Cross Country is Wooster?
Context: CREATE TABLE table_name_19 (school_year VARCHAR, cross_country VARCHAR)
Response: SELECT school_year FROM table_name_19 WHERE cross_country = ""wooster""",225
SELECT MIN(average) FROM table_name_74 WHERE sr = 70.43 AND runs_scored < 293,What kind of Average has a S.R. of 70.43 and Runs Scored smaller than 293?,"CREATE TABLE table_name_74 (average INTEGER, sr VARCHAR, runs_scored VARCHAR)","Instruction: What kind of Average has a S.R. of 70.43 and Runs Scored smaller than 293?
Context: CREATE TABLE table_name_74 (average INTEGER, sr VARCHAR, runs_scored VARCHAR)
Response: SELECT MIN(average) FROM table_name_74 WHERE sr = 70.43 AND runs_scored < 293",262
SELECT MIN(established) FROM table_1641054_2,Name the least established,CREATE TABLE table_1641054_2 (established INTEGER),"Instruction: Name the least established
Context: CREATE TABLE table_1641054_2 (established INTEGER)
Response: SELECT MIN(established) FROM table_1641054_2",154
"SELECT value FROM table_name_40 WHERE british_name = ""maxima""",what is the value when the british name is maxima?,"CREATE TABLE table_name_40 (value VARCHAR, british_name VARCHAR)","Instruction: what is the value when the british name is maxima?
Context: CREATE TABLE table_name_40 (value VARCHAR, british_name VARCHAR)
Response: SELECT value FROM table_name_40 WHERE british_name = ""maxima""",209
SELECT MIN(gold) FROM table_name_24 WHERE bronze = 0 AND total < 2 AND silver < 0,"What is the lowest gold when there are 0 bronze and the total is less than 2, and silver is less than 0?","CREATE TABLE table_name_24 (gold INTEGER, silver VARCHAR, bronze VARCHAR, total VARCHAR)","Instruction: What is the lowest gold when there are 0 bronze and the total is less than 2, and silver is less than 0?
Context: CREATE TABLE table_name_24 (gold INTEGER, silver VARCHAR, bronze VARCHAR, total VARCHAR)
Response: SELECT MIN(gold) FROM table_name_24 WHERE bronze = 0 AND total < 2 AND silver < 0",307
"SELECT score FROM table_name_3 WHERE date = ""april 20""",What was the score on April 20?,"CREATE TABLE table_name_3 (score VARCHAR, date VARCHAR)","Instruction: What was the score on April 20?
Context: CREATE TABLE table_name_3 (score VARCHAR, date VARCHAR)
Response: SELECT score FROM table_name_3 WHERE date = ""april 20""",174
"SELECT dots FROM table_name_29 WHERE ellipsis = ""0.012345679…""",What is the dot value when the ellipsis is 0.012345679…?,"CREATE TABLE table_name_29 (dots VARCHAR, ellipsis VARCHAR)","Instruction: What is the dot value when the ellipsis is 0.012345679…?
Context: CREATE TABLE table_name_29 (dots VARCHAR, ellipsis VARCHAR)
Response: SELECT dots FROM table_name_29 WHERE ellipsis = ""0.012345679…""",211
SELECT first_used FROM table_name_84 WHERE quantity = 26,Which First used has a Quantity of 26?,"CREATE TABLE table_name_84 (first_used VARCHAR, quantity VARCHAR)","Instruction: Which First used has a Quantity of 26?
Context: CREATE TABLE table_name_84 (first_used VARCHAR, quantity VARCHAR)
Response: SELECT first_used FROM table_name_84 WHERE quantity = 26",193
"SELECT MIN(number) FROM table_name_10 WHERE date = ""january 2, 1936""","What's the number of the game played on January 2, 1936?","CREATE TABLE table_name_10 (number INTEGER, date VARCHAR)","Instruction: What's the number of the game played on January 2, 1936?
Context: CREATE TABLE table_name_10 (number INTEGER, date VARCHAR)
Response: SELECT MIN(number) FROM table_name_10 WHERE date = ""january 2, 1936""",215
"SELECT province, _community FROM table_name_13 WHERE hometown = ""jamao afuera""",What is the province for Jamao Afuera?,"CREATE TABLE table_name_13 (province VARCHAR, _community VARCHAR, hometown VARCHAR)","Instruction: What is the province for Jamao Afuera?
Context: CREATE TABLE table_name_13 (province VARCHAR, _community VARCHAR, hometown VARCHAR)
Response: SELECT province, _community FROM table_name_13 WHERE hometown = ""jamao afuera""",233
"SELECT city_of_license FROM table_name_78 WHERE call_sign = ""w242at""",For the call sign w242at what's the city the license plate is registered to?,"CREATE TABLE table_name_78 (city_of_license VARCHAR, call_sign VARCHAR)","Instruction: For the call sign w242at what's the city the license plate is registered to?
Context: CREATE TABLE table_name_78 (city_of_license VARCHAR, call_sign VARCHAR)
Response: SELECT city_of_license FROM table_name_78 WHERE call_sign = ""w242at""",249
SELECT T2.Name FROM debate_people AS T1 JOIN people AS T2 ON T1.Negative = T2.People_ID GROUP BY T2.Name HAVING COUNT(*) >= 2,Show the names of people who have been on the negative side of debates at least twice.,"CREATE TABLE debate_people (Negative VARCHAR); CREATE TABLE people (Name VARCHAR, People_ID VARCHAR)","Instruction: Show the names of people who have been on the negative side of debates at least twice.
Context: CREATE TABLE debate_people (Negative VARCHAR); CREATE TABLE people (Name VARCHAR, People_ID VARCHAR)
Response: SELECT T2.Name FROM debate_people AS T1 JOIN people AS T2 ON T1.Negative = T2.People_ID GROUP BY T2.Name HAVING COUNT(*) >= 2",345
"SELECT location FROM table_27409644_1 WHERE club = ""Lootos Põlva""",Where is lootos põlva from?,"CREATE TABLE table_27409644_1 (location VARCHAR, club VARCHAR)","Instruction: Where is lootos põlva from?
Context: CREATE TABLE table_27409644_1 (location VARCHAR, club VARCHAR)
Response: SELECT location FROM table_27409644_1 WHERE club = ""Lootos Põlva""",188
"SELECT player FROM table_name_85 WHERE nationality = ""canada"" AND pick = ""43""",Tell me the player for nationality of canada for pick of 43,"CREATE TABLE table_name_85 (player VARCHAR, nationality VARCHAR, pick VARCHAR)","Instruction: Tell me the player for nationality of canada for pick of 43
Context: CREATE TABLE table_name_85 (player VARCHAR, nationality VARCHAR, pick VARCHAR)
Response: SELECT player FROM table_name_85 WHERE nationality = ""canada"" AND pick = ""43""",248
SELECT name FROM table_name_72 WHERE championship > 2 AND total > 4 AND fa_cup > 0,"Which Name has a Championship larger than 2, and a Total larger than 4, and an FA Cup larger than 0?","CREATE TABLE table_name_72 (name VARCHAR, fa_cup VARCHAR, championship VARCHAR, total VARCHAR)","Instruction: Which Name has a Championship larger than 2, and a Total larger than 4, and an FA Cup larger than 0?
Context: CREATE TABLE table_name_72 (name VARCHAR, fa_cup VARCHAR, championship VARCHAR, total VARCHAR)
Response: SELECT name FROM table_name_72 WHERE championship > 2 AND total > 4 AND fa_cup > 0",310
"SELECT SUM(points) FROM table_name_42 WHERE year > 1959 AND class = ""250cc""","What is the sum of Points, when Year is after 1959, and when Class is 250cc?","CREATE TABLE table_name_42 (points INTEGER, year VARCHAR, class VARCHAR)","Instruction: What is the sum of Points, when Year is after 1959, and when Class is 250cc?
Context: CREATE TABLE table_name_42 (points INTEGER, year VARCHAR, class VARCHAR)
Response: SELECT SUM(points) FROM table_name_42 WHERE year > 1959 AND class = ""250cc""",257
"SELECT MIN(episodes) FROM table_name_35 WHERE actor = ""anabel barnston""",What is the lowest number of episodes for anabel barnston?,"CREATE TABLE table_name_35 (episodes INTEGER, actor VARCHAR)","Instruction: What is the lowest number of episodes for anabel barnston?
Context: CREATE TABLE table_name_35 (episodes INTEGER, actor VARCHAR)
Response: SELECT MIN(episodes) FROM table_name_35 WHERE actor = ""anabel barnston""",223
"SELECT loan_club FROM table_name_28 WHERE start_source = ""bbc sport"" AND started = ""9 february""",what is the loan club with the start source is bbc sport and started on 9 february?,"CREATE TABLE table_name_28 (loan_club VARCHAR, start_source VARCHAR, started VARCHAR)","Instruction: what is the loan club with the start source is bbc sport and started on 9 february?
Context: CREATE TABLE table_name_28 (loan_club VARCHAR, start_source VARCHAR, started VARCHAR)
Response: SELECT loan_club FROM table_name_28 WHERE start_source = ""bbc sport"" AND started = ""9 february""",297
SELECT title FROM table_1876825_8 WHERE no_in_season = 2,what is the title no in season 2?,"CREATE TABLE table_1876825_8 (title VARCHAR, no_in_season VARCHAR)","Instruction: what is the title no in season 2?
Context: CREATE TABLE table_1876825_8 (title VARCHAR, no_in_season VARCHAR)
Response: SELECT title FROM table_1876825_8 WHERE no_in_season = 2",189
"SELECT date FROM table_name_29 WHERE location_attendance = ""td banknorth garden 18,624""","What is Date, when Location Attendance is ""TD Banknorth Garden 18,624""?","CREATE TABLE table_name_29 (date VARCHAR, location_attendance VARCHAR)","Instruction: What is Date, when Location Attendance is ""TD Banknorth Garden 18,624""?
Context: CREATE TABLE table_name_29 (date VARCHAR, location_attendance VARCHAR)
Response: SELECT date FROM table_name_29 WHERE location_attendance = ""td banknorth garden 18,624""",262
SELECT general_classification FROM table_26010857_13 WHERE stage = 3,Who leads the general classification in stage 3?,"CREATE TABLE table_26010857_13 (general_classification VARCHAR, stage VARCHAR)","Instruction: Who leads the general classification in stage 3?
Context: CREATE TABLE table_26010857_13 (general_classification VARCHAR, stage VARCHAR)
Response: SELECT general_classification FROM table_26010857_13 WHERE stage = 3",228
